symbol,name,market,exchange
PRABHA,Prabha Energy Limited,india,NSE
PRADPME,Pradeep Metals Limited,india,NSE
PRAENG,Prajay Engineers Syndicate Limited,india,NSE
PRAJIND,Praj Industries Limited,india,NSE
PRAKASH,Prakash Industries Limited,india,NSE
PRAKASHSTL,Prakash Steelage Limited,india,NSE
PRAVEG,Praveg Limited,india,NSE
PRAXIS,Praxis Home Retail Limited,india,NSE
PRECAM,Precision Camshafts Limited,india,NSE
PRECOT,Precot Limited,india,NSE
PRECWIRE,Precision Wires India Limited,india,NSE
PREMCO,Premco Global Limited,india,NSE
PREMEXPLN,Premier Explosives Limited,india,NSE
PREMIER,Premier Limited,india,NSE
PREMIERENE,Premier Energies Limited,india,NSE
PREMIERPOL,Premier Polyfilm Limited,india,NSE
PRESTIGE,Prestige Estates Projects Limited,india,NSE
PRICOLLTD,Pricol Limited,india,NSE
PRIMESECU,Prime Securities Limited,india,NSE
PRIMO,Primo Chemicals Limited,india,NSE
PRINCEPIPE,Prince Pipes And Fittings Limited,india,NSE
PRITI,Priti International Limited,india,NSE
PRITIKAUTO,Pritika Auto Industries Limited,india,NSE
PRIVISCL,Privi Speciality Chemicals Limited,india,NSE
PROSTARM,Prostarm Info Systems Limited,india,NSE
PROTEAN,Protean eGov Technologies Limited,india,NSE
PROZONER,Prozone Realty Limited,india,NSE
PRSMJOHNSN,Prism Johnson Limited,india,NSE
PRUDENT,Prudent Corporate Advisory Services Limited,india,NSE
PRUDMOULI,Prudential Sugar Corporation Limited,india,NSE
PSB,Punjab & Sind Bank,india,NSE
PSPPROJECT,PSP Projects Limited,india,NSE
PTC,PTC India Limited,india,NSE
PTCIL,PTC Industries Limited,india,NSE
PTL,PTL Enterprises Limited,india,NSE
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,india,NSE
PURVA,Puravankara Limited,india,NSE
PVP,PVP Ventures Limited,india,NSE
PVRINOX,PVR INOX Limited,india,NSE
PVSL,Popular Vehicles and Services Limited,india,NSE
PWL,Physicswallah Limited,india,NSE
PYRAMID,Pyramid Technoplast Limited,india,NSE
QMSMEDI,QMS Medical Allied Services Limited,india,NSE
QPOWER,Quality Power Electrical Equipments Limited,india,NSE
QUADFUTURE,Quadrant Future Tek Limited,india,NSE
QUESS,Quess Corp Limited,india,NSE
QUICKHEAL,Quick Heal Technologies Limited,india,NSE
QUINT,Quint Digital Limited,india,NSE
RACE,Race Eco Chain Limited,india,NSE
RACLGEAR,RACL Geartech Limited,india,NSE
RADAAN,Radaan Mediaworks India Limited,india,NSE
RADHIKAJWE,Radhika Jeweltech Limited,india,NSE
RADIANTCMS,Radiant Cash Management Services Limited,india,NSE
RADICO,Radico Khaitan Limited,india,NSE
RADIOCITY,Music Broadcast Limited,india,NSE
RAILTEL,Railtel Corporation Of India Limited,india,NSE
RAIN,Rain Industries Limited,india,NSE
RAINBOW,Rainbow Childrens Medicare Limited,india,NSE
RAJESHEXPO,Rajesh Exports Limited,india,NSE
RAJMET,Rajnandini Metal Limited,india,NSE
RAJOOENG,Rajoo Engineers Limited,india,NSE
RAJPALAYAM,Rajapalayam Mills Limited,india,NSE
RAJRATAN,Rajratan Global Wire Limited,india,NSE
RAJRILTD,Raj Rayon Industries Limited,india,NSE
RAJSREESUG,Rajshree Sugars & Chemicals Limited,india,NSE
RAJTV,Raj Television Network Limited,india,NSE
RALLIS,Rallis India Limited,india,NSE
RAMANEWS,Shree Rama Newsprint Limited,india,NSE
RAMAPHO,Rama Phosphates Limited,india,NSE
RAMASTEEL,Rama Steel Tubes Limited,india,NSE
RAMBHAJO,Advit Jewels Limited,india,NSE
RAMCOCEM,The Ramco Cements Limited,india,NSE
RAMCOIND,Ramco Industries Limited,india,NSE
RAMCOSYS,Ramco Systems Limited,india,NSE
RAMKY,Ramky Infrastructure Limited,india,NSE
RAMRAT,Ram Ratna Wires Limited,india,NSE
RANASUG,Rana Sugars Limited,india,NSE
RANEHOLDIN,Rane Holdings Limited,india,NSE
RATEGAIN,Rategain Travel Technologies Limited,india,NSE
RATNAMANI,Ratnamani Metals & Tubes Limited,india,NSE
RATNAVEER,Ratnaveer Precision Engineering Limited,india,NSE
RAYMOND,Raymond Limited,india,NSE
RAYMONDLSL,Raymond Lifestyle Limited,india,NSE
RAYMONDREL,Raymond Realty Limited,india,NSE
RBA,Restaurant Brands Asia Limited,india,NSE
RBLBANK,RBL Bank Limited,india,NSE
RBZJEWEL,RBZ Jewellers Limited,india,NSE
RCF,Rashtriya Chemicals and Fertilizers Limited,india,NSE
RCOM,Reliance Communications Limited,india,NSE
RECLTD,REC Limited,india,NSE
REDINGTON,Redington Limited,india,NSE
REDTAPE,Redtape Limited,india,NSE
REFEX,Refex Industries Limited,india,NSE
REGAAL,Regaal Resources Limited,india,NSE
REGENCERAM,Regency Ceramics Limited,india,NSE
RELAXO,Relaxo Footwears Limited,india,NSE
RELCHEMQ,Reliance Chemotex Industries Limited,india,NSE
RELIABLE,Reliable Data Services Limited,india,NSE
RELIANCE,Reliance Industries Limited,india,NSE
RELIGARE,Religare Enterprises Limited,india,NSE
RELTD,Ravindra Energy Limited,india,NSE
REMSONSIND,Remsons Industries Limited,india,NSE
RENUKA,Shree Renuka Sugars Limited,india,NSE
REPCOHOME,Repco Home Finance Limited,india,NSE
REPL,Rudrabhishek Enterprises Limited,india,NSE
REPRO,Repro India Limited,india,NSE
RESPONIND,Responsive Industries Limited,india,NSE
RETAIL,JHS Svendgaard Retail Ventures Limited,india,NSE
RGL,Renaissance Global Limited,india,NSE
RHETAN,Rhetan TMT Limited,india,NSE
RHFL,Reliance Home Finance Limited,india,NSE
RHIM,RHI MAGNESITA INDIA LIMITED,india,NSE
RHL,Robust Hotels Limited,india,NSE
RICOAUTO,Rico Auto Industries Limited,india,NSE
RIIL,Reliance Industrial Infrastructure Limited,india,NSE
RISHABH,Rishabh Instruments Limited,india,NSE
RITCO,Ritco Logistics Limited,india,NSE
RITES,RITES Limited,india,NSE
RKDL,Ravi Kumar Distilleries Limited,india,NSE
RKEC,RKEC Projects Limited,india,NSE
RKFORGE,Ramkrishna Forgings Limited,india,NSE
RKSWAMY,R K Swamy Limited,india,NSE
RMC,RMC Switchgears Limited,india,NSE
RMDRIP,R M Drip and Sprinklers Systems Limited,india,NSE
RML,Rane (Madras) Limited,india,NSE
RNBDENIMS,R&B Denims Limited,india,NSE
ROHLTD,Royal Orchid Hotels Limited,india,NSE
ROLEXRINGS,Rolex Rings Limited,india,NSE
ROLLT,Rollatainers Limited,india,NSE
ROML,Raj Oil Mills Limited,india,NSE
ROSSARI,Rossari Biotech Limited,india,NSE
ROSSELLIND,Rossell India Limited,india,NSE
ROSSTECH,Rossell Techsys Limited,india,NSE
ROTO,Roto Pumps Limited,india,NSE
ROUTE,ROUTE MOBILE LIMITED,india,NSE
RPEL,Raghav Productivity Enhancers Limited,india,NSE
RPGLIFE,RPG Life Sciences Limited,india,NSE
RPOWER,Reliance Power Limited,india,NSE
RPPINFRA,R.P.P. Infra Projects Limited,india,NSE
RPPL,Rajshree Polypack Limited,india,NSE
RPSGVENT,RPSG VENTURES LIMITED,india,NSE
RPTECH,Rashi Peripherals Limited,india,NSE
RRIL,RRIL Limited,india,NSE
RRKABEL,R R Kabel Limited,india,NSE
RSDFIN,RSD Finance Limited,india,NSE
RSL,Rajputana Stainless Limited,india,NSE
RSSOFTWARE,R. S. Software (India) Limited,india,NSE
RSWM,RSWM Limited,india,NSE
RSYSTEMS,R Systems International Limited,india,NSE
RTNINDIA,RattanIndia Enterprises Limited,india,NSE
RTNPOWER,RattanIndia Power Limited,india,NSE
RUBFILA,Rubfila International Limited,india,NSE
RUBICON,Rubicon Research Limited,india,NSE
RUBYMILLS,The Ruby Mills Limited,india,NSE
RUCHINFRA,Ruchi Infrastructure Limited,india,NSE
RUCHIRA,Ruchira Papers Limited,india,NSE
RUDRA,Rudra Global Infra Products Limited,india,NSE
RUPA,Rupa & Company Limited,india,NSE
RUSHIL,Rushil Decor Limited,india,NSE
RUSTOMJEE,Keystone Realtors Limited,india,NSE
RVHL,Ravinder Heights Limited,india,NSE
RVNL,Rail Vikas Nigam Limited,india,NSE
RVTH,Revathi Equipment India Limited,india,NSE
S&SPOWER,S&S Power Switchgears Limited,india,NSE
SAATVIKGL,Saatvik Green Energy Limited,india,NSE
SABEVENTS,Sab Events & Governance Now Media Limited,india,NSE
SADBHAV,Sadbhav Engineering Limited,india,NSE
SADBHIN,Sadbhav Infrastructure Project Limited,india,NSE
SADHNANIQ,Sadhana Nitrochem Limited,india,NSE
SAFARI,Safari Industries (India) Limited,india,NSE
SAGARDEEP,Sagardeep Alloys Limited,india,NSE
SAGCEM,Sagar Cements Limited,india,NSE
SAGILITY,SAGILITY LIMITED,india,NSE
SAHLIBHFI,Shalibhadra Finance Limited,india,NSE
SAHYADRI,Sahyadri Industries Limited,india,NSE
SAIL,Steel Authority of India Limited,india,NSE
SAILIFE,Sai Life Sciences Limited,india,NSE
SAIPARENT,Sai Parenterals Limited,india,NSE
SAKAR,Sakar Healthcare Limited,india,NSE
SAKHTISUG,Sakthi Sugars Limited,india,NSE
SAKSOFT,Saksoft Limited,india,NSE
SAKUMA,Sakuma Exports Limited,india,NSE
SALASAR,Salasar Techno Engineering Limited,india,NSE
SALONA,Salona Cotspin Limited,india,NSE
SALSTEEL,S.A.L. Steel Limited,india,NSE
SALZERELEC,Salzer Electronics Limited,india,NSE
SAMBHAAV,Sambhaav Media Limited,india,NSE
SAMBHV,Sambhv Steel Tubes Limited,india,NSE
SAMHI,Samhi Hotels Limited,india,NSE
SAMMAANCAP,Sammaan Capital Limited,india,NSE
SAMPANN,Sampann Utpadan India Limited,india,NSE
SANATHAN,Sanathan Textiles Limited,india,NSE
SANDESH,The Sandesh Limited,india,NSE
SANDHAR,Sandhar Technologies Limited,india,NSE
SANDUMA,Sandur Manganese & Iron Ores Limited,india,NSE
SANGAMIND,Sangam (India) Limited,india,NSE
SANGHVIMOV,Sanghvi Movers Limited,india,NSE
SANGINITA,Sanginita Chemicals Limited,india,NSE
SANOFI,Sanofi India Limited,india,NSE
SANOFICONR,Sanofi Consumer Healthcare India Limited,india,NSE
SANSERA,Sansera Engineering Limited,india,NSE
SANSTAR,Sanstar Limited,india,NSE
SANWARIA,Sanwaria Consumer Limited,india,NSE
SAPPHIRE,Sapphire Foods India Limited,india,NSE
SAPPL,Shree Ajit Pulp & Paper Limited,india,NSE
SARDAEN,Sarda Energy & Minerals Limited,india,NSE
SAREGAMA,Saregama India Limited,india,NSE
SARLAPOLY,Sarla Performance Fibers Limited,india,NSE
SARVESHWAR,Sarveshwar Foods Limited,india,NSE
SASKEN,Sasken Technologies Limited,india,NSE
SATIA,Satia Industries Limited,india,NSE
SATIN,Satin Creditcare Network Limited,india,NSE
SAURASHCEM,Saurashtra Cement Limited,india,NSE
SAYAJIHOTL,Sayaji Hotels Limited,india,NSE
SBC,SBC Exports Limited,india,NSE
SBCL,Shivalik Bimetal Controls Limited,india,NSE
SBFC,SBFC Finance Limited,india,NSE
SBGLP,Suratwwala Business Group Limited,india,NSE
SBICARD,SBI Cards and Payment Services Limited,india,NSE
SBILIFE,SBI Life Insurance Company Limited,india,NSE
SBIN,State Bank of India,india,NSE
SCANSTL,Scan Steels Limited,india,NSE
SCHAEFFLER,Schaeffler India Limited,india,NSE
SCHAND,S Chand And Company Limited,india,NSE
SCHNEIDER,Schneider Electric Infrastructure Limited,india,NSE
SCI,Shipping Corporation Of India Limited,india,NSE
SCILAL,Shipping Corporation of India Land and Assets Limited,india,NSE
SCODATUBES,Scoda Tubes Limited,india,NSE
SCPL,Sheetal Cool Products Limited,india,NSE
SDBL,Som Distilleries & Breweries Limited,india,NSE
SEAMECLTD,Seamec Limited,india,NSE
SECMARK,SecMark Consultancy Limited,india,NSE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,india,NSE
SEDEMAC,SEDEMAC Mechatronics Limited,india,NSE
SEIL,Shanti Educational Initiatives Limited,india,NSE
SEJALLTD,Sejal Glass Limited,india,NSE
SELMC,SEL Manufacturing Company Limited,india,NSE
SEMAC,Semac Construction Limited,india,NSE
SENCO,Senco Gold Limited,india,NSE
SENORES,Senores Pharmaceuticals Limited,india,NSE
SEPC,SEPC Limited,india,NSE
SERVOTECH,Servotech Renewable Power System Limited,india,NSE
SESHAPAPER,Seshasayee Paper and Boards Limited,india,NSE
SETCO,Setco Automotive Limited,india,NSE
SETL,Standard Engineering Technology Limited,india,NSE
SETUINFRA,Setubandhan Infrastructure Limited,india,NSE
SEYAIND,Seya Industries Limited,india,NSE
SFL,Sheela Foam Limited,india,NSE
SGFIN,SG Finserve Limited,india,NSE
SGIL,Synergy Green Industries Limited,india,NSE
SGL,STL Global Limited,india,NSE
SGMART,SG Mart Limited,india,NSE
SHADOWFAX,Shadowfax Technologies Limited,india,NSE
SHAH,Shah Metacorp Limited,india,NSE
SHAHALLOYS,Shah Alloys Limited,india,NSE
SHAILY,Shaily Engineering Plastics Limited,india,NSE
SHAKTIPUMP,Shakti Pumps (India) Limited,india,NSE
SHALBY,Shalby Limited,india,NSE
SHALPAINTS,Shalimar Paints Limited,india,NSE
SHANKARA,Shankara Building Products Limited,india,NSE
SHANTI,Shanti Overseas (India) Limited,india,NSE
SHANTIGEAR,Shanthi Gears Limited,india,NSE
SHANTIGOLD,Shanti Gold International Limited,india,NSE
SHARDACROP,Sharda Cropchem Limited,india,NSE
SHARDAMOTR,Sharda Motor Industries Limited,india,NSE
SHARDUL,Shardul Securities Limited,india,NSE
SHAREINDIA,Share India Securities Limited,india,NSE
SHBAJRG,Shri Bajrang Alliance Limited,india,NSE
SHEKHAWATI,Shekhawati Industries Limited,india,NSE
SHEMAROO,Shemaroo Entertainment Limited,india,NSE
SHILCTECH,Shilchar Technologies Limited,india,NSE
SHILPAMED,Shilpa Medicare Limited,india,NSE
SHINDL,Sharat Industries Limited,india,NSE
SHIVALIK,Shivalik Rasayan Limited,india,NSE
SHIVAMAUTO,Shivam Autotech Limited,india,NSE
SHIVAMILLS,Shiva Mills Limited,india,NSE
SHIVATEX,Shiva Texyarn Limited,india,NSE
SHIVAUM,Shiv Aum Steels Limited,india,NSE
SHK,S H Kelkar and Company Limited,india,NSE
SHOPERSTOP,Shoppers Stop Limited,india,NSE
SHRADHA,Shradha Realty Limited,india,NSE
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,india,NSE
SHREECEM,SHREE CEMENT LIMITED,india,NSE
SHREEJISPG,Shreeji Shipping Global Limited,india,NSE
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,india,NSE
SHREERAMA,Shree Rama Multi-Tech Limited,india,NSE
SHRENIK,Shrenik Limited,india,NSE
SHREYANIND,Shreyans Industries Limited,india,NSE
SHRIKRISH,Shri Krishna Devcon Limited,india,NSE
SHRINGARMS,Shringar House of Mangalsutra Limited,india,NSE
SHRIPISTON,SPR Auto Technologies Limited,india,NSE
SHRIRAMFIN,Shriram Finance Limited,india,NSE
SHRIRAMPPS,Shriram Properties Limited,india,NSE
SHYAMCENT,Shyam Century Ferrous Limited,india,NSE
SHYAMMETL,Shyam Metalics and Energy Limited,india,NSE
SHYAMTEL,Shyam Telecom Limited,india,NSE
SICAGEN,Sicagen India Limited,india,NSE
SICALLOG,Sical Logistics Limited,india,NSE
SIEMENS,Siemens Limited,india,NSE
SIGACHI,Sigachi Industries Limited,india,NSE
SIGIND,Signet Industries Limited,india,NSE
SIGMA,Sigma Solve Limited,india,NSE
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,india,NSE
SIGNATURE,Signatureglobal (India) Limited,india,NSE
SIGNPOST,Signpost India Limited,india,NSE
SIKA,Sika Interplant Systems Limited,india,NSE
SIKKO,Sikko Industries Limited,india,NSE
SIL,Standard Industries Limited,india,NSE
SILGO,Silgo Retail Limited,india,NSE
SILINV,SIL Investments Limited,india,NSE
SILLYMONKS,Silly Monks Entertainment Limited,india,NSE
SILVERTUC,Silver Touch Technologies Limited,india,NSE
SIMBHALS,Simbhaoli Sugars Limited,india,NSE
SIMPLEXINF,Simplex Infrastructures Limited,india,NSE
SINCLAIR,Sinclairs Hotels Limited,india,NSE
SINDHUTRAD,Sindhu Trade Links Limited,india,NSE
SINGERIND,Singer India Limited,india,NSE
SINTERCOM,Sintercom India Limited,india,NSE
SIRCA,Sirca Paints India Limited,india,NSE
SIS,SIS LIMITED,india,NSE
SITINET,Siti Networks Limited,india,NSE
SIYSIL,Siyaram Silk Mills Limited,india,NSE
SJS,S.J.S. Enterprises Limited,india,NSE
SJVN,SJVN Limited,india,NSE
SKFINDIA,SKF India Limited,india,NSE
SKFINDUS,SKF India (Industrial) Limited,india,NSE
SKIPPER,Skipper Limited,india,NSE
SKMEGGPROD,SKM Egg Products Export (India) Limited,india,NSE
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,india,NSE
SMARTLINK,Smartlink Holdings Limited,india,NSE
SMARTWORKS,Smartworks Coworking Spaces Limited,india,NSE
SMCGLOBAL,SMC Global Securities Limited,india,NSE
SMLMAH,SML Mahindra Limited,india,NSE
SMLT,Sarthak Metals Limited,india,NSE
SMSPHARMA,SMS Pharmaceuticals Limited,india,NSE
SNOWMAN,Snowman Logistics Limited,india,NSE
SOBHA,Sobha Limited,india,NSE
SOFTTECH,Softtech Engineers Limited,india,NSE
SOLARA,Solara Active Pharma Sciences Limited,india,NSE
SOLARINDS,Solar Industries India Limited,india,NSE
SOLARWORLD,Solarworld Energy Solutions Limited,india,NSE
SOLEX,Solex Energy Limited,india,NSE
SOMANYCERA,Somany Ceramics Limited,india,NSE
SOMATEX,Soma Textiles & Industries Limited,india,NSE
SOMICONVEY,Somi Conveyor Beltings Limited,india,NSE
SONACOMS,Sona BLW Precision Forgings Limited,india,NSE
SONAL,Sonal Mercantile Limited,india,NSE
SONAMLTD,SONAM LIMITED,india,NSE
SONATSOFTW,Sonata Software Limited,india,NSE
SOTL,Savita Oil Technologies Limited,india,NSE
SOUTHBANK,The South Indian Bank Limited,india,NSE
SOUTHWEST,South West Pinnacle Exploration Limited,india,NSE
SPAL,S. P. Apparels Limited,india,NSE
SPANDANA,Spandana Sphoorty Financial Limited,india,NSE
SPARC,Sun Pharma Advanced Research Company Limited,india,NSE
SPCENET,Spacenet Enterprises India Limited,india,NSE
SPECIALITY,Speciality Restaurants Limited,india,NSE
SPECTRUM,Spectrum Electrical Industries Limited,india,NSE
SPENCERS,Spencer's Retail Limited,india,NSE
SPIC,Southern Petrochemicals Industries Corporation  Limited,india,NSE
SPLIL,SPL Industries Limited,india,NSE
SPLPETRO,Supreme Petrochem Limited,india,NSE
SPMLINFRA,SPML Infra Limited,india,NSE
SPORTKING,Sportking India Limited,india,NSE
SRD,Shankar Lal Rampal Dye-Chem Limited,india,NSE
SREEL,Sreeleathers Limited,india,NSE
SRF,SRF Limited,india,NSE
SRGHFL,SRG Housing Finance Limited,india,NSE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,india,NSE
SRM,SRM Contractors Limited,india,NSE
SRTL,Shree Ram Twistex Limited,india,NSE
SSDL,Saraswati Saree Depot Limited,india,NSE
SSWL,Steel Strips Wheels Limited,india,NSE
STALLION,Stallion India Fluorochemicals Limited,india,NSE
STANLEY,Stanley Lifestyles Limited,india,NSE
STAR,Strides Pharma Science Limited,india,NSE
STARCEMENT,Star Cement Limited,india,NSE
STARHEALTH,Star Health and Allied Insurance Company Limited,india,NSE
STARPAPER,Star Paper Mills Limited,india,NSE
STARTECK,Starteck Finance Limited,india,NSE
STCINDIA,The State Trading Corporation of India Limited,india,NSE
STEELCAS,Steelcast Limited,india,NSE
STEELCITY,Steel City Securities Limited,india,NSE
STEELXIND,STEEL EXCHANGE INDIA LIMITED,india,NSE
STEL,Stel Holdings Limited,india,NSE
STERTOOLS,Sterling Tools Limited,india,NSE
STLNETWORK,STL Networks Limited,india,NSE
STLTECH,Sterlite Technologies Limited,india,NSE
STOVEKRAFT,Stove Kraft Limited,india,NSE
STUDDS,Studds Accessories Limited,india,NSE
STYL,Seshaasai Technologies Limited,india,NSE
STYLAMIND,Stylam Industries Limited,india,NSE
STYLEBAAZA,Baazar Style Retail Limited,india,NSE
STYRENIX,Styrenix Performance Materials Limited,india,NSE
SUBEXLTD,Subex Limited,india,NSE
SUBROS,Subros Limited,india,NSE
SUDARCOLOR,Sudarshan Colorants India Limited,india,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,india,NSE
SUDEEPPHRM,Sudeep Pharma Limited,india,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,india,NSE
SULA,Sula Vineyards Limited,india,NSE
SUMEET-RE,Sumeet Industries Limited-RE,india,NSE
SUMEETINDS,Sumeet Industries Limited,india,NSE
SUMICHEM,Sumitomo Chemical India Limited,india,NSE
SUMIT,Sumit Woods Limited,india,NSE
SUMMITSEC,Summit Securities Limited,india,NSE
SUNCLAY,Sundaram Clayton Limited,india,NSE
SUNDARAM,Sundaram Multi Pap Limited,india,NSE
SUNDARMFIN,Sundaram Finance Limited,india,NSE
SUNDRMBRAK,Sundaram Brake Linings Limited,india,NSE
SUNDRMFAST,Sundram Fasteners Limited,india,NSE
SUNDROP,Sundrop Brands Limited,india,NSE
SUNFLAG,Sunflag Iron And Steel Company Limited,india,NSE
SUNPHARMA,Sun Pharmaceutical Industries Limited,india,NSE
SUNTECK,Sunteck Realty Limited,india,NSE
SUNTV,Sun TV Network Limited,india,NSE
SUPERHOUSE,Superhouse Limited,india,NSE
SUPERSPIN,Super Spinning Mills Limited,india,NSE
SUPRAJIT,Suprajit Engineering Limited,india,NSE
SUPREME,Supreme Holdings & Hospitality (India) Limited,india,NSE
SUPREMEENG,Supreme Engineering Limited,india,NSE
SUPREMEIND,Supreme Industries Limited,india,NSE
SUPREMEINF,Supreme Infrastructure India Limited,india,NSE
SUPRIYA,Supriya Lifescience Limited,india,NSE
SURAJEST,Suraj Estate Developers Limited,india,NSE
SURAJLTD,Suraj Limited,india,NSE
SURAKSHA,Suraksha Diagnostic Limited,india,NSE
SURANASOL,Surana Solar Limited,india,NSE
SURANAT&P,Surana Telecom and Power Limited,india,NSE
SURYALA,Suryalata Spinning Mills Limited,india,NSE
SURYALAXMI,Suryalakshmi Cotton Mills Limited,india,NSE
SURYAROSNI,Surya Roshni Limited,india,NSE
SURYODAY,Suryoday Small Finance Bank Limited,india,NSE
SUTLEJTEX,Sutlej Textiles and Industries Limited,india,NSE
SUVEN,Suven Life Sciences Limited,india,NSE
SUVIDHAA,Suvidhaa Infoserve Limited,india,NSE
SUYOG,Suyog Telematics Limited,india,NSE
SUZLON,Suzlon Energy Limited,india,NSE
SVLL,Shree Vasu Logistics Limited,india,NSE
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,india,NSE
SWANCORP,SWAN CORP LIMITED,india,NSE
SWANDEF,Swan Defence and Heavy Industries Limited,india,NSE
SWARAJENG,Swaraj Engines Limited,india,NSE
SWELECTES,Swelect Energy Systems Limited,india,NSE
SWIGGY,Swiggy Limited,india,NSE
SWSOLAR,Sterling and Wilson Renewable Energy Limited,india,NSE
SYMPHONY,Symphony Limited,india,NSE
SYNCOMF,Syncom Formulations (India) Limited,india,NSE
SYNGENE,Syngene International Limited,india,NSE
SYRMA,Syrma SGS Technology Limited,india,NSE
SYSTMTXC,Systematix Corporate Services Limited,india,NSE
TAALTECH,Taal Tech Limited,india,NSE
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,india,NSE
TAJGVK,Taj GVK Hotels & Resorts Limited,india,NSE
TAKE,Take Solutions Limited,india,NSE
TALBROAUTO,Talbros Automotive Components Limited,india,NSE
TAMBOLIIN,Tamboli Industries Limited,india,NSE
TANLA,Tanla Platforms Limited,india,NSE
TARACHAND,Tara Chand InfraLogistic Solutions Limited,india,NSE
TARAPUR,Tarapur Transformers Limited,india,NSE
TARC,TARC Limited,india,NSE
TARIL,Transformers And Rectifiers (India) Limited,india,NSE
TARMAT,Tarmat Limited,india,NSE
TARSONS,Tarsons Products Limited,india,NSE
TASTYBITE,Tasty Bite Eatables Limited,india,NSE
TATACAP,Tata Capital Limited,india,NSE
TATACHEM,Tata Chemicals Limited,india,NSE
TATACOMM,Tata Communications Limited,india,NSE
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,india,NSE
TATAELXSI,Tata Elxsi Limited,india,NSE
TATAINVEST,Tata Investment Corporation Limited,india,NSE
TATAPOWER,Tata Power Company Limited,india,NSE
TATASTEEL,Tata Steel Limited,india,NSE
TATATECH,Tata Technologies Limited,india,NSE
TATVA,Tatva Chintan Pharma Chem Limited,india,NSE
TBOTEK,TBO Tek Limited,india,NSE
TBZ,Tribhovandas Bhimji Zaveri Limited,india,NSE
TCC,TCC Concept Limited,india,NSE
TCI,Transport Corporation of India Limited,india,NSE
TCIEXP,TCI Express Limited,india,NSE
TCIFINANCE,TCI Finance Limited,india,NSE
TCPLPACK,TCPL Packaging Limited,india,NSE
TCS,Tata Consultancy Services Limited,india,NSE
TDPOWERSYS,TD Power Systems Limited,india,NSE
TEAMGTY,Team India Guaranty Limited,india,NSE
TEAMLEASE,Teamlease Services Limited,india,NSE
TECHM,Tech Mahindra Limited,india,NSE
TECHNOE,Techno Electric & Engineering Company Limited,india,NSE
TECHNVISN,TechNVision Ventures Limited,india,NSE
TECILCHEM,TECIL Chemicals and Hydro Power Limited,india,NSE
TEGA,Tega Industries Limited,india,NSE
TEJASNET,Tejas Networks Limited,india,NSE
TEMBO,Tembo Global Industries Limited,india,NSE
TENNIND,Tenneco Clean Air India Limited,india,NSE
TERASOFT,Tera Software Limited,india,NSE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,india,NSE
TEXMOPIPES,Texmo Pipes and Products Limited,india,NSE
TEXRAIL,Texmaco Rail & Engineering Limited,india,NSE
TFCILTD,Tourism Finance Corporation of India Limited,india,NSE
TFL,Transwarranty Finance Limited,india,NSE
TGBHOTELS,TGB Banquets And Hotels Limited,india,NSE
THACKER,Thacker & Company Limited,india,NSE
THAKDEV,Thakkers Developers Limited,india,NSE
THANGAMAYL,Thangamayil Jewellery Limited,india,NSE
THEINVEST,The Investment Trust Of India Limited,india,NSE
THEJO,Thejo Engineering Limited,india,NSE
THELEELA,Leela Palaces Hotels & Resorts Limited,india,NSE
THEMISMED,Themis Medicare Limited,india,NSE
THERMAX,Thermax Limited,india,NSE
THOMASCOOK,Thomas Cook  (India)  Limited,india,NSE
THOMASCOTT,Thomas Scott (India) Limited,india,NSE
THYROCARE,Thyrocare Technologies Limited,india,NSE
TI,Tilaknagar Industries Limited,india,NSE
TICL,Twamev Construction and Infrastructure Limited,india,NSE
TIGERLOGS,Tiger Logistics (India) Limited,india,NSE
TIIL,Technocraft Industries (India) Limited,india,NSE
TIINDIA,Tube Investments of India Limited,india,NSE
TIJARIA,Tijaria Polypipes Limited,india,NSE
TIL,TIL Limited,india,NSE
TIMETECHNO,Time Technoplast Limited,india,NSE
TIMEX,Timex Group India Limited,india,NSE
TIMKEN,Timken India Limited,india,NSE
TINNARUBR,Tinna Rubber and Infrastructure Limited,india,NSE
TIPSFILMS,Tips Films Limited,india,NSE
TIPSMUSIC,Tips Music Limited,india,NSE
TIRUMALCHM,Thirumalai Chemicals Limited,india,NSE
TIRUPATIFL,Tirupati Forge Limited,india,NSE
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,india,NSE
TITAN,Titan Company Limited,india,NSE
TMB,Tamilnad Mercantile Bank Limited,india,NSE
TMCV,Tata Motors Limited,india,NSE
TMPV,Tata Motors Passenger Vehicles Limited,india,NSE
TNPETRO,Tamilnadu PetroProducts Limited,india,NSE
